PRN,t,X,Y,Z
39,24240.000000,-7736485.256885,23116913.729066,34383452.221551
46,24240.000000,-2759006.867605,27687495.988788,1879696.036598
56,24240.000000,-9885506.128810,39688638.220209,-10988999.137380
57,24240.000000,22395223.489743,819171.304067,16647900.912462
1,24300.000000,-32334057.376055,27066360.029269,-872131.259165
2,24300.000000,4433431.526725,41909354.279872,145184.665624
3,24300.000000,-14730277.298649,39523929.770469,-617323.653235
4,24300.000000,-39631482.745759,14415259.419952,-586665.644923
5,24300.000000,21954276.210773,36005867.828579,394898.064613
6,24300.000000,-15656859.318867,20977448.623308,33328144.543336
7,24300.000000,-23179846.660828,35031366.790849,-5715997.454832
8,24300.000000,-6305713.335527,32284389.942371,-26094648.927015
9,24300.000000,2663035.891931,25791704.239417,33530280.030734
10,24300.000000,-10243878.252906,36271307.033732,-19120463.618894
11,24300.000000,-11845980.768062,-19997297.115299,15555034.030122
12,24300.000000,7365267.824461,-13526511.209111,23310860.286755
13,24300.000000,4222780.730069,39723506.471214,-12990310.621102
14,24300.000000,-1897944.281608,-16671061.236148,-22269393.005544
15,24300.000000,-1897944.281608,-16671061.236148,-22269393.005544
16,24300.000000,-12486596.925555,21560084.974774,34020266.814034
18,24300.000000,7335747.715418,41295046.213454,-4308526.930300
19,24300.000000,11590186.270446,11640970.453200,22573108.758773
20,24300.000000,-7686706.918482,19045730.388632,18911444.080669
21,24300.000000,23003180.973499,-15295773.295438,-3885371.092216
22,24300.000000,24466150.114756,-2622686.069849,13135192.626224
23,24300.000000,-15916912.417877,-3301004.391637,22691019.002251
24,24300.000000,3045777.169633,-27659915.906704,-2292128.170739
25,24300.000000,-9875136.373327,-21545786.435317,14746541.944822
26,24300.000000,12629771.043416,-17984667.112580,-17219372.474779
27,24300.000000,-16212865.892749,7178068.747814,-21555728.508593
28,24300.000000,-24821694.686521,-8402017.267209,-9606558.077533
29,24300.000000,19593065.250861,18249628.857516,-7858893.230989
30,24300.000000,2285388.660820,18343953.128479,-20905493.808294
31,24300.000000,12629771.085328,-17984667.041638,-17219372.520191
32,24300.000000,-22896855.974783,15476067.559932,3893681.378989
33,24300.000000,-11610477.875016,-11639348.403193,-22552998.864648
34,24300.000000,-2539766.147874,-18487278.342280,20743327.901323
35,24300.000000,25124396.499504,7617243.750442,9506260.124243
36,24300.000000,9249503.997090,21901223.244547,-14585418.562070
37,24300.000000,-13272538.450380,17113919.303431,17612338.840759
39,24300.000000,-7815073.019866,23111475.051427,34369070.852340
46,24300.000000,-2766423.479063,27673668.846362,2064897.491699
56,24300.000000,-9831911.642112,39740409.285097,-10850370.394415
57,24300.000000,22489389.492710,882542.648415,16517144.773386
1,24360.000000,-32334077.498482,27066473.724313,-869828.306696
2,24360.000000,4433301.964712,41909323.850201,140510.360903
3,24360.000000,-14730077.632902,39523860.233713,-619765.848139
4,24360.000000,-39631539.175811,14415367.104699,-585946.845100
5,24360.000000,21954368.272938,36005742.823416,389570.742034
6,24360.000000,-15731428.666912,20977941.943340,33291146.148735
7,24360.000000,-23132924.358523,35086241.905780,-5573960.014747
8,24360.000000,-6267617.719212,32203522.530295,-26204065.534311
9,24360.000000,2597365.280121,25753621.252432,33563854.894813
10,24360.000000,-10224019.554962,36340208.928394,-19002236.467572
11,24360.000000,-11756215.529136,-19940438.863331,15695715.461251
12,24360.000000,7499439.633965,-13440962.466172,23317372.937006
13,24360.000000,4285369.000436,39669465.244211,-13134170.906772
14,24360.000000,-1762219.354485,-16741425.855820,-22227482.875487
15,24360.000000,-1762219.354485,-16741425.855820,-22227482.875487
16,24360.000000,-12564992.612908,21555939.839293,33993458.753230
18,24360.000000,7334770.359915,41295172.254117,-4308974.934578
19,24360.000000,11454571.959176,11715318.830425,22603925.894184
20,24360.000000,-7802473.544064,19103125.668567,18805945.792773
21,24360.000000,23029793.254571,-15301304.498013,-3701928.997518
22,24360.000000,24389191.977755,-2574327.392147,13287084.101020
23,24360.000000,-15908436.205170,-3456232.393287,22673859.200449
24,24360.000000,3053712.613199,-27643166.665464,-2476090.547253
25,24360.000000,-9866218.702279,-21646219.426277,14604865.080120
26,24360.000000,12632534.517903,-17866146.976951,-17340120.621495
27,24360.000000,-16334762.183213,7095130.789350,-21490958.393637
28,24360.000000,-24872837.050387,-8443101.543112,-9436962.869629
29,24360.000000,19542984.963393,18227200.674030,-8033722.017179
30,24360.000000,2161013.516586,18272159.017127,-20981353.459874
31,24360.000000,12632534.557557,-17866146.911031,-17340120.663601
32,24360.000000,-22923388.323183,15481759.973652,3710409.814421
33,24360.000000,-11475180.479811,-11714333.236640,-22583328.716340
34,24360.000000,-2416415.476407,-18415864.515133,20821535.483128
35,24360.000000,25176026.873024,7656476.679413,9336699.806026
36,24360.000000,9238175.371768,22000607.923056,-14442612.281219
37,24360.000000,-13272472.274953,16992815.527741,17729499.890657
39,24360.000000,-7893705.206676,23106723.780304,34354030.789061
46,24360.000000,-2773836.424162,27658605.369141,2249962.294032
56,24360.000000,-9777868.648016,39791719.483008,-10711536.688708
57,24360.000000,22583053.645630,945050.860861,16385299.186363
1,24420.000000,-32334097.144868,27066588.040635,-867508.731874
2,24420.000000,4433171.994424,41909293.346984,135833.349246
3,24420.000000,-14729878.980691,39523790.010347,-622196.210958
4,24420.000000,-39631595.267819,14415475.518608,-585216.849434
5,24420.000000,21954459.477989,36005617.423915,384235.958509
6,24420.000000,-15805995.364032,20979093.839798,33253520.024143
7,24420.000000,-23085530.782845,35140715.219398,-5431817.603451
8,24420.000000,-6230229.726010,32122317.108954,-26312974.166430
9,24420.000000,2531364.752425,25716122.079582,33596797.247480
10,24420.000000,-10203560.070775,36408939.345610,-18883648.105607
11,24420.000000,-11665406.068956,-19883444.459283,15835367.201645
12,24420.000000,7634007.885604,-13355962.681911,23322351.476465
13,24420.000000,4347481.006721,39614869.824431,-13277776.907007
14,24420.000000,-1627028.999614,-16812188.259497,-22184101.373199
15,24420.000000,-1627028.999614,-16812188.259497,-22184101.373199
16,24420.000000,-12643421.645501,21552480.985399,33966000.097936
18,24420.000000,7333794.107531,41295306.713061,-4309340.449656
19,24420.000000,11319075.040154,11790305.197117,22633252.371614
20,24420.000000,-7917372.358782,19160636.368277,18699207.386034
21,24420.000000,23055277.764535,-15306345.069607,-3518242.139039
22,24420.000000,24311514.663328,-2525171.203423,13438096.834969
23,24420.000000,-15900572.992624,-3611370.045823,22655203.366033
24,24420.000000,3061657.114971,-27625193.636199,-2659889.645221
25,24420.000000,-9857713.759171,-21745715.012395,14462224.568441
26,24420.000000,12635747.556445,-17746817.000488,-17459725.250312
27,24420.000000,-16456615.882852,7012926.979391,-21424769.980333
28,24420.000000,-24923169.757395,-8483346.198825,-9266744.709060
29,24420.000000,19491790.098486,18204360.796719,-8208020.169585
30,24420.000000,2035909.849645,18200599.933360,-21055827.716112
31,24420.000000,12635747.593748,-17746816.939733,-17459725.289042
32,24420.000000,-22948798.645344,15486954.042322,3526893.267411
33,24420.000000,-11340004.364338,-11789952.601283,-22612167.886023
34,24420.000000,-2292327.493669,-18344669.488538,20898367.584548
35,24420.000000,25226819.333564,7694903.310899,9166523.898365
36,24420.000000,9227278.250948,22099056.130059,-14298850.770173
37,24420.000000,-13272847.911268,16870917.533827,17845491.278753
39,24420.000000,-7972375.796648,23102660.271453,34338332.309861
46,24420.000000,-2781256.171925,27642306.301471,2434878.198868
56,24420.000000,-9723381.186759,39842564.937034,-10572500.647661
57,24420.000000,22676204.008558,1006697.459072,16252372.840767
1,24480.000000,-32334116.311445,27066702.975582,-865172.579086
2,24480.000000,4433041.614877,41909262.770523,131153.720270
3,24480.000000,-14729681.345935,39523719.104025,-624614.695161
4,24480.000000,-39631651.019562,14415584.660249,-584475.671892
5,24480.000000,21954549.819201,36005491.632391,378893.815992
6,24480.000000,-15880553.643293,20980904.230211,33215266.824455
7,24480.000000,-23037669.478325,35194782.679058,-5289572.904317
8,24480.000000,-6193552.298335,32040779.918611,-26421372.724822
9,24480.000000,2465039.407913,25679209.551698,33629106.438381
10,24480.000000,-10182501.335174,36477493.095811,-18764700.814133
11,24480.000000,-11573555.477492,-19826325.694610,15973980.105549
12,24480.000000,7768961.458525,-13271519.225942,23325795.551054
13,24480.000000,4409111.904433,39559724.413319,-13421125.841599
14,24480.000000,-1492383.019774,-16883340.374053,-22139251.339007
15,24480.000000,-1492383.019774,-16883340.374053,-22139251.339007
16,24480.000000,-12721878.009523,21549708.665243,33937891.352626
18,24480.000000,7332819.031889,41295449.580376,-4309623.468595
19,24480.000000,11183707.421879,11865924.970933,22661086.268110
20,24480.000000,-8031397.024244,19218252.181242,18591235.904663
21,24480.000000,23079637.650205,-15310884.922771,-3334322.662330
22,24480.000000,24233128.827175,-2475213.567601,13588220.846512
23,24480.000000,-15893322.303477,-3766404.722937,22635052.731292
24,24480.000000,3069621.007654,-27605997.782474,-2843513.345012
25,24480.000000,-9849613.706258,-21844264.963439,14318629.825610
26,24480.000000,12639417.045309,-17626686.719412,-17578178.462506
27,24480.000000,-16578414.833435,6931460.737858,-21357167.622303
28,24480.000000,-24972683.134066,-8522756.479151,-9095914.835725
29,24480.000000,19439479.504867,18181120.057941,-8381776.176945
30,24480.000000,1910085.622544,18129285.563931,-21128911.650278
31,24480.000000,12639417.080174,-17626686.663952,-17578178.497800
32,24480.000000,-22973090.149056,15491639.714168,3343143.853395
33,24480.000000,-11204961.389997,-11866201.836594,-22639514.461627
34,24480.000000,-2167509.979078,-18273703.031335,20973819.142953
35,24480.000000,25276764.474796,7732529.221111,8995743.621677
36,24480.000000,9216804.923971,22196559.518104,-14154143.550598
37,24480.000000,-13273672.265625,16748234.945591,17960305.374673
39,24480.000000,-8051078.766184,23099284.827930,34321975.705531
46,24480.000000,-2788693.183926,27624772.537638,2619632.971656
56,24480.000000,-9668453.332143,39892941.805506,-10433264.902330
57,24480.000000,22768828.679309,1067484.105299,16118374.497283
1,24540.000000,-32334134.994464,27066818.526464,-862819.893036
2,24540.000000,4432910.825098,41909232.121152,126471.563639
3,24540.000000,-14729484.732510,39523647.518418,-627021.254445
4,24540.000000,-39631706.428820,14415694.528168,-583723.326653
5,24540.000000,21954639.289866,36005365.451208,373544.416578
6,24540.000000,-15955097.738368,20983372.981715,33176387.216331
7,24540.000000,-22989344.024432,35248440.263075,-5147228.602299
8,24540.000000,-6157588.323707,31958917.225195,-26529259.121055
9,24540.000000,2398394.370236,25642886.454971,33660781.828841
10,24540.000000,-10160844.928171,36545865.003130,-18645396.880716
11,24540.000000,-11480666.995650,-19769094.338166,16111545.095187
12,24540.000000,7904289.149509,-13187639.344215,23327704.907239
13,24540.000000,4470256.886158,39504033.254841,-13564214.935382
14,24540.000000,-1358291.121433,-16954874.022620,-22092935.710774
15,24540.000000,-1358291.121433,-16954874.022620,-22092935.710774
16,24540.000000,-12800355.689087,21547623.078345,33909133.034241
18,24540.000000,7331845.206524,41295600.845510,-4309823.986037
19,24540.000000,11048480.965901,11942173.435876,22687425.759004
20,24540.000000,-8144541.333420,19275962.741038,18482038.473992
21,24540.000000,23102876.199420,-15314914.021828,-3150182.728249
22,24540.000000,24154045.192250,-2424450.679765,13737446.213090
23,24540.000000,-15886683.521754,-3921323.807924,22613408.627020
24,24540.000000,3077614.613954,-27585580.215302,-3026949.538526
25,24540.000000,-9841910.615276,-21941861.162425,14174090.330284
26,24540.000000,12643549.765448,-17505765.767236,-17695472.435022
27,24540.000000,-16700146.849756,6850735.343694,-21288155.766493
28,24540.000000,-25021367.591770,-8561337.752294,-8924484.529763
29,24540.000000,19386052.178527,18157489.318311,-8554978.563882
30,24540.000000,1783548.916119,18058225.513961,-21200600.427351
31,24540.000000,12643549.797791,-17505765.717189,-17695472.466824
32,24540.000000,-22996266.182277,15495806.989936,3159173.703283
33,24540.000000,-11070063.370644,-11943076.148848,-22665366.629503
34,24540.000000,-2041970.831259,-18202974.832967,21047885.187013
35,24540.000000,25325852.979196,7769360.105599,8824370.236156
36,24540.000000,9206747.587761,22293109.852347,-14008500.206541
37,24540.000000,-13274952.138617,16624777.483256,18073934.625904
39,24540.000000,-8129808.089227,23096597.700071,34304961.279504
46,24540.000000,-2796157.912486,27606005.121749,2804214.388841
56,24540.000000,-9613089.191229,39942846.282285,-10293832.087376
57,24540.000000,22860915.795282,1127412.605968,15983312.987336
1,24600.000000,-32334153.190187,27066934.690548,-860450.718743
2,24600.000000,4432779.624117,41909201.399235,121786.969069
3,24600.000000,-14729289.144256,39523575.257212,-629415.842732
4,24600.000000,-39631761.493377,14415805.120886,-582959.828111
5,24600.000000,21954727.883293,36005238.882781,368187.862504
6,24600.000000,-16029621.883973,20986499.911052,33136881.878183
7,24600.000000,-22940558.035312,35301683.981024,-5004787.383882
8,24600.000000,-6122340.634523,31876735.319808,-26636631.276858
9,24600.000000,2331434.787239,25607155.530743,33691822.791876
10,24600.000000,-10138592.474841,36614049.905795,-18525738.599320
11,24600.000000,-11386744.014915,-19711762.134342,16248053.161336
12,24600.000000,8039979.674582,-13104330.157972,23328079.392052
13,24600.000000,4530911.181933,39447800.635159,-13707041.418286
14,24600.000000,-1224762.913379,-17026780.925828,-22045157.523714
15,24600.000000,-1224762.913379,-17026780.925828,-22045157.523714
16,24600.000000,-12878848.666690,21546224.371576,33879725.672183
18,24600.000000,7330872.704876,41295760.497268,-4309941.998200
19,24600.000000,10913407.485101,12019045.742930,22712269.118033
20,24600.000000,-8256799.211448,19333757.622971,18371622.300004
21,24600.000000,23124996.840430,-15318422.384577,-2965834.512152
22,24600.000000,24074274.547107,-2372878.866923,13885763.071800
23,24600.000000,-15880655.892390,-4076114.695483,22590272.482430
24,24600.000000,3085648.244803,-27563942.192997,-3210186.129986
25,24600.000000,-9834596.468807,-22038495.606780,14028615.623327
26,24600.000000,12648152.391339,-17384063.873387,-17811599.420986
27,24600.000000,-16821799.721445,6770753.934483,-21217738.952885
28,24600.000000,-25069213.628244,-8599095.508853,-8752465.110819
29,24600.000000,19331507.262997,18133479.464902,-8727615.891654
30,24600.000000,1656307.928403,17987429.305460,-21270889.304337
31,24600.000000,12648152.421078,-17384063.828858,-17811599.449252
32,24600.000000,-23018330.232512,15499445.924579,2974994.962657
33,24600.000000,-10935322.070879,-12020570.611771,-22689722.674550
34,24600.000000,-1915718.066966,-18132494.501989,21120560.837031
35,24600.000000,25374075.619524,7805401.778198,8652415.041040
36,24600.000000,9197098.348180,22388699.011741,-13861930.383792
37,24600.000000,-13276694.223977,16500554.961982,18186371.558285
39,24600.000000,-8208557.737714,23094599.085470,34287289.347844
46,24600.000000,-2803660.798874,27586005.247584,2988610.238670
56,24600.000000,-9557292.904022,39992274.597049,-10154204.841015
57,24600.000000,22952453.535277,1186484.911237,15847197.212512
1,24660.000000,-32334170.894895,27067051.465062,-858065.101541
2,24660.000000,4432648.010973,41909170.605166,117100.026323
3,24660.000000,-14729094.584971,39523502.324107,-631798.414173
4,24660.000000,-39631816.211016,14415916.436900,-582185.190871
5,24660.000000,21954815.592807,36005111.929574,362824.256145
6,24660.000000,-16104120.316306,20990284.784581,33096751.500167
7,24660.000000,-22891315.159504,35354509.874038,-4862251.937034
8,24660.000000,-6087812.007846,31794240.518244,-26743487.124163
9,24660.000000,2264165.830570,25572019.475296,33722228.712207
10,24660.000000,-10115745.645190,36682042.656524,-18405728.270253
11,24660.000000,-11291790.076980,-19654340.801208,16383495.363905
12,24660.000000,8176021.670620,-13021598.662716,23326918.953105
13,24660.000000,4591070.059615,39391030.882296,-13849602.525395
14,24660.000000,-1091807.905376,-17099052.703055,-21995919.910198
15,24660.000000,-1091807.905376,-17099052.703055,-21995919.910198
16,24660.000000,-12957350.923674,21545512.639147,33849669.808307
18,24660.000000,7329901.600288,41295928.523817,-4309977.502885
19,24660.000000,10778498.741979,12096536.910723,22735614.717447
20,24660.000000,-8368164.716419,19391626.345730,18259994.668858
21,24660.000000,23146003.141259,-15321400.083986,-2781290.203077
22,24660.000000,23993827.744232,-2320494.588744,14033161.620050
23,24660.000000,-15875238.521370,-4230764.793528,22565645.825057
24,24660.000000,3093732.197591,-27541085.121003,-3393211.036736
25,24660.000000,-9827663.161661,-22134160.409485,13882215.307181
26,24660.000000,12653231.489829,-17261590.861823,-17926551.750221
27,24660.000000,-16943361.214771,6691519.506092,-21145921.814200
28,24660.000000,-25116211.829105,-8636035.360805,-8579867.937284
29,24660.000000,19275844.049619,18109101.409439,-8899676.758912
30,24660.000000,1528370.973510,17916906.375860,-21339773.630587
31,24660.000000,12653231.516889,-17261590.822905,-17926551.774911
32,24660.000000,-23039285.926164,15502546.628950,2790619.790970
33,24660.000000,-10800749.204340,-12098680.167210,-22712580.980327
34,24660.000000,-1788759.819991,-18062271.564584,21191841.305256
35,24660.000000,25421423.260279,7840660.169960,8479889.373866
36,24660.000000,9187849.221403,22483318.990204,-13714443.789239
37,24660.000000,-13278905.107437,16375577.290463,18297608.776495
39,24660.000000,-8287321.682041,23093289.128962,34268960.239246
46,24660.000000,-2811212.271505,27564774.258436,3172808.322016
56,24660.000000,-9501068.643163,40041223.015577,-10014385.804975
57,24660.000000,23043430.121301,1244703.114535,15710036.143975
1,24720.000000,-32334188.104884,27067168.847192,-855663.087076
2,24720.000000,4432515.984710,41909139.739373,112410.825211
3,24720.000000,-14728901.058414,39523428.722820,-634168.923147
4,24720.000000,-39631870.579522,14416028.474682,-581399.429752
5,24720.000000,21954902.411753,36004984.594104,357453.700011
6,24720.000000,-16178587.273485,20994727.318292,33055996.784180
7,24720.000000,-22841619.079668,35406914.015104,-4719624.951160
8,24720.000000,-6054005.165184,31711439.160499,-26849824.605144
9,24720.000000,2196592.695289,25537480.939644,33751998.986274
10,24720.000000,-10092306.154026,36749838.122907,-18285368.200129
11,24720.000000,-11195808.873341,-19596842.028659,16517862.832505
12,24720.000000,8312403.696983,-12939451.727205,23324223.638604
13,24720.000000,4650728.825247,39333728.365803,-13991895.496998
14,24720.000000,-959435.506825,-17171680.873696,-21945226.099551
15,24720.000000,-959435.506825,-17171680.873696,-21945226.099551
16,24720.000000,-13035856.440686,21545487.922598,33818965.996908
18,24720.000000,7328931.965995,41296104.912684,-4309930.499470
19,24720.000000,10643766.446954,12174641.826207,22757461.028116
20,24720.000000,-8478632.040136,19449558.373037,18147162.946411
21,24720.000000,23165898.809042,-15323837.249877,-2596562.002945
22,24720.000000,23912715.698364,-2267294.438270,14179632.116210
23,24720.000000,-15870430.375899,-4385261.524982,22539530.280661
24,24720.000000,3101876.754393,-27517010.551704,-3576012.190030
25,24720.000000,-9821102.502277,-22228847.800214,13734899.045235
26,24720.000000,12658793.519015,-17138356.649627,-18040321.829752
27,24720.000000,-17064819.074463,6613034.912333,-21072709.075596
28,24720.000000,-25162352.869350,-8672163.040462,-8406704.405555
29,24720.000000,19219061.977781,18084366.086494,-9071149.802456
30,24720.000000,1399746.480495,17846666.076560,-21407248.848103
31,24720.000000,12658793.543323,-17138356.616400,-18040321.850835
32,24720.000000,-23059137.027875,15505099.271473,2606060.360743
33,24720.000000,-10666356.432002,-12177399.625818,-22733940.029162
34,24720.000000,-1661104.340055,-17992315.463100,21261721.896195
35,24720.000000,25467886.859153,7875141.328065,8306804.609724
36,24720.000000,9178992.135305,22576961.897774,-13566050.190219
37,24720.000000,-13281591.265612,16249854.469511,18407638.964527
39,24720.000000,-8366093.891527,23092667.922613,34249974.295029
46,24720.000000,-2818822.744145,27542313.646919,3356796.453182
56,24720.000000,-9444420.613607,40089687.840034,-9874377.624443
57,24720.000000,23133833.820374,1302069.452082,15571838.821882
1,24780.000000,-32334204.816464,27067286.834085,-853244.721309
2,24780.000000,4432383.544382,41909108.802312,107719.455586
3,24780.000000,-14728708.568305,39523354.457085,-636527.324262
4,24780.000000,-39631924.596683,14416141.232677,-580602.559783
5,24780.000000,21954988.333491,36004856.878937,352076.296749
6,24780.000000,-16253016.995987,20999827.177821,33014618.443845
7,24780.000000,-22791473.512303,35458892.509355,-4576909.117050
8,24780.000000,-6020922.772286,31628337.610280,-26955641.672259
9,24780.000000,2128720.599475,25503542.529336,33781133.022248
10,24780.000000,-10068275.760827,36817431.187802,-18164660.701820
11,24780.000000,-11098804.244879,-19539277.476563,16651146.767012
12,24780.000000,8449114.237151,-12857896.092459,23319993.597353
13,24780.000000,4709882.823426,39275897.496425,-14133917.578648
14,24780.000000,-827655.025449,-17244656.858449,-21893079.417849
15,24780.000000,-827655.025449,-17244656.858449,-21893079.417849
16,24780.000000,-13114359.198141,21546150.210794,33787614.804718
18,24780.000000,7327963.875123,41296289.650758,-4309800.988915
19,24780.000000,10509222.256665,12253355.245354,22777806.619623
20,24780.000000,-8588195.508861,19507543.115314,18033134.577735
21,24780.000000,23184687.689353,-15325724.070603,-2411662.125739
22,24780.000000,23830949.384808,-2213275.142614,14325164.880253
23,24780.000000,-15866230.284586,-4539592.329584,22511927.573114
24,24780.000000,3110092.180210,-27491720.184209,-3758577.535830
25,24780.000000,-9814906.214126,-22322550.126435,13586676.561186
26,24780.000000,12664844.827125,-17014371.245593,-18152902.144304
27,24780.000000,-17186161.025525,6535302.864647,-20998105.554368
28,24780.000000,-25207627.514834,-8707484.399417,-8232985.949278
29,24780.000000,19161160.635132,18059284.451675,-9242023.697983
30,24780.000000,1270442.992205,17776717.671492,-21473310.491843
31,24780.000000,12664844.848614,-17014371.218124,-18152902.161757
32,24780.000000,-23077887.439835,15507094.079813,2421328.856762
33,24780.000000,-10532155.360489,-12256723.667770,-22753798.402255
34,24780.000000,-1532759.991676,-17922635.554593,21330198.006924
35,24780.000000,25513457.468460,7908851.414722,8133172.160512
36,24780.000000,9170518.930857,22669619.961745,-13416759.413867
37,24780.000000,-13284759.064893,16123396.590622,18516454.886170
39,24780.000000,-8444868.334873,23092735.505711,34230331.869128
46,24780.000000,-2826502.614110,27518625.054755,3540562.460715
56,24780.000000,-9387353.052311,40137665.409242,-9734182.948019
57,24780.000000,23223652.946324,1358586.302378,15432614.354785
1,24840.000000,-32334221.025964,27067405.422847,-850810.050512
2,24840.000000,4432250.689049,41909077.794473,103026.007345
3,24840.000000,-14728517.118325,39523279.530647,-638873.572355
4,24840.000000,-39631978.260288,14416254.709309,-579794.596208
5,24840.000000,21955073.351403,36004728.786687,346692.149137
6,24840.000000,-16327403.727088,21005583.978466,32972617.204506
7,24840.000000,-22740882.207465,35510441.494362,-4434107.126832
8,24840.000000,-5988567.438933,31544942.254512,-27060936.288286
9,24840.000000,2060554.783830,25470206.804246,33809630.240042
10,24840.000000,-10043656.269599,36884816.749717,-18043608.094411
11,24840.000000,-11000780.181417,-19481658.772923,16783338.438132
12,24840.000000,8586141.700377,-12776938.370796,23314229.078750
13,24840.000000,4768527.437656,39217542.725755,-14275666.021215
14,24840.000000,-696475.665990,-17317971.980613,-21839483.287705
15,24840.000000,-696475.665990,-17317971.980613,-21839483.287705
16,24840.000000,-13192853.176682,21547499.439922,33755616.810892
18,24840.000000,7326997.400682,41296482.724288,-4309588.973760
19,24840.000000,10374877.772292,12332671.793884,22796650.160358
20,24840.000000,-8696849.584034,19565569.931359,17917917.086625
21,24840.000000,23202373.765497,-15327050.794719,-2226602.796700
22,24840.000000,23748539.837739,-2158433.563635,14469750.294399
23,24840.000000,-15862636.937658,-4693744.665684,22482839.524296
24,24840.000000,3118388.721196,-27465215.864118,-3940895.035598
25,24840.000000,-9809065.937140,-22415259.854513,13437557.638399
26,24840.000000,12671391.651429,-16889644.748794,-18264285.256804
27,24840.000000,-17307374.775059,6458325.931814,-20922116.159626
28,24840.000000,-25252026.623747,-8742005.407463,-8058724.038593
29,24840.000000,19102139.757784,18033867.479813,-9412287.160838
30,24840.000000,1140469.164108,17707070.335689,-21537954.190019
31,24840.000000,12671391.670036,-16889644.727138,-18264285.270610
32,24840.000000,-23095541.201081,15508521.342538,2236437.475269
33,24840.000000,-10398157.540393,-12336646.843486,-22772154.779771
34,24840.000000,-1403735.253028,-17853241.109392,21397265.127386
35,24840.000000,25558126.236559,7941796.706037,7959003.474190
36,24840.000000,9162421.363548,22761285.527784,-13266581.346460
37,24840.000000,-13288414.760367,15996213.834537,18624049.385472
39,24840.000000,-8523638.980625,23093491.864764,34210033.328091
46,24840.000000,-2834262.260481,27493710.272540,3724094.188218
56,24840.000000,-9329870.227907,40185152.098966,-9593804.427664
57,24840.000000,23312875.861581,1414256.185677,15292371.919044
1,24900.000000,-32334236.729729,27067524.610545,-848359.121267
2,24900.000000,4432117.417779,41909046.716376,98330.570424
3,24900.000000,-14728326.712112,39523203.947268,-641207.622498
4,24900.000000,-39632031.568130,14416368.902974,-578975.554478
5,24900.000000,21955157.458887,36004600.320023,341301.360085
6,24900.000000,-16401741.713298,21011997.285216,32929993.803220
7,24900.000000,-22689848.948484,35561557.140421,-4291221.673924
8,24900.000000,-5956941.718740,31461259.502845,-27165706.426369
9,24900.000000,1992100.511280,25437476.278389,33837490.071330
10,24900.000000,-10018449.528739,36951989.723200,-17922212.703156
11,24900.000000,-10901740.821250,-19423997.512036,16914429.187958
12,24900.000000,8723474.423350,-12696585.044883,23306930.432780
13,24900.000000,4826658.090713,39158668.545893,-14417138.080944
14,24900.000000,-565906.528926,-17391617.467413,-21784441.228046
15,24900.000000,-565906.528926,-17391617.467413,-21784441.228046
16,24900.000000,-13271332.357639,21549535.493498,33722972.607002
18,24900.000000,7326032.615559,41296684.118890,-4309294.458121
19,24900.000000,10240744.537874,12412585.968003,22813990.417602
20,24900.000000,-8804588.862974,19623628.130027,17801518.075105
21,24900.000000,23218961.157792,-15327807.732640,-2041396.251512
22,24900.000000,23665498.148499,-2102766.698588,14613378.803750
23,24900.000000,-15859648.887188,-4847706.012036,22452268.053967
24,24900.000000,3126776.602907,-27437499.583262,-4122952.667083
25,24900.000000,-9803573.229148,-22506969.570781,13287552.119264
26,24900.000000,12678440.117159,-16764187.347138,-18374463.808867
27,24900.000000,-17428448.014091,6382106.539685,-20844745.891983
28,24900.000000,-25295541.148065,-8775732.151499,-7883930.179376
29,24900.000000,19041999.230473,18008126.163149,-9581928.946758
30,24900.000000,1009833.763104,17637733.153882,-21601175.664382
31,24900.000000,12678440.132826,-16764187.331336,-18374463.819018
32,24900.000000,-23112102.486761,15509371.410765,2051398.423165
33,24900.000000,-10264374.464601,-12417163.574392,-22789007.940935
34,24900.000000,-1274038.714773,-17784141.309671,21462918.840685
35,24900.000000,25601884.409257,7973983.590879,7784310.034022
36,24900.000000,9154691.104808,22851951.061031,-13115525.932754
37,24900.000000,-13292564.494744,15868316.469783,18730415.387208
39,24900.000000,-8602399.797636,23094936.933497,34189079.051072
46,24900.000000,-2842112.042311,27467571.239490,3907379.495157
56,24900.000000,-9271976.440384,40232144.322180,-9453244.718660
57,24900.000000,23401490.978954,1469081.763438,15151120.758214
1,24960.000000,-32334251.924122,27067644.394203,-845891.980468
2,24960.000000,4431983.729647,41909015.568570,93633.234800
3,24960.000000,-14728137.353267,39523127.710725,-643529.429990
4,24960.000000,-39632084.518002,14416483.812045,-578145.450261
5,24960.000000,21955240.649364,36004471.481659,335904.032629
6,24960.000000,-16476025.204803,21019066.612774,32886748.988744
7,24960.000000,-22638377.551672,35612235.650842,-4148255.452984
8,24960.000000,-5926048.108954,31377295.787156,-27269950.070054
9,24960.000000,1923363.066582,25405353.419718,33864711.959551
10,24960.000000,-9992657.430888,37018945.039220,-17800476.859433
11,24960.000000,-10801690.450657,-19366305.252659,17044410.430519
12,24960.000000,8861100.671870,-12616842.466808,23298098.110000
13,24960.000000,4884270.244995,39099279.489099,-14558331.019504
14,24960.000000,-435956.609196,-17465584.451326,-21727956.853889
15,24960.000000,-435956.609196,-17465584.451326,-21727956.853889
16,24960.000000,-13349790.723494,21552258.202368,33689682.797024
18,24960.000000,7325069.592516,41296893.819543,-4308917.447699
